,Nom,Age,Nationalité,General,Potentiel,Club,Valeur,Salaire
12225,Louis Chadwick,19,England,52,62,Cambridge United,€150K,€500
12226,Charlie Woods,17,England,51,66,Northampton Town,€120K,€500
12227,Marko Bulic,19,Australia,50,68,Melbourne Victory,€110K,€500
12229,Aaron Harkin,27,Republic of Ireland,49,49,Derry City,€50K,€550
12230,Odhran Kennedy,19,Republic of Ireland,49,58,Derry City,€100K,€500
12231,Mark McFadden,20,Republic of Ireland,49,64,Derry City,€110K,€500
12232,Micheál Glynn,18,Northern Ireland,50,64,Derry City,€100K,€500
12233,Kenny Nagera,20,France,63,74,FC Lorient,€1.1M,€11K
12234,Daan Reiziger,21,Netherlands,59,70,Vitesse,€450K,€1K
12235,Jacques-Julien Siwe,18,France,57,74,Dijon FCO,€425K,€1K
12236,Beni Redžić,19,United States,50,68,FC Dallas,€120K,€650
12237,Jim Morrison Varela,26,Uruguay,60,60,Club Atlético Rentistas,€240K,€500
12238,Albin Mörfelt,22,Sweden,61,67,Degerfors IF,€525K,€750
12239,Ian Hoffman,19,United States,53,64,Houston Dynamo,€200K,€750
12240,Maicol León,18,Chile,56,71,Club Deportivo Palestino,€325K,€500
12241,Kevin Martínez,20,Colombia,60,68,Junior FC,€550K,€500
12242,Léider Riascos,21,Colombia,63,72,Club Deportes Tolima,€1M,€650
12243,Alejandro Rodríguez,20,Panama,58,68,Deportivo Cali,€375K,€500
12244,Andrey Mostovoy,23,Russia,69,75,,€0,€0
12245,Edward Campbell Sutherland,22,England,63,71,FC Cartagena,€1.1M,€2K
12246,Jun Seok Song,20,Korea Republic,54,65,Gangwon FC,€230K,€850
12247,Nicky Hernandez,23,United States,56,63,FC Dallas,€275K,€1K
12248,Taichi Kato,24,Japan,60,65,Gamba Osaka,€300K,€1K
12249,Wilfredo Rivera,18,Puerto Rico,54,69,Orlando City Soccer Club,€250K,€500
12250,Marley Redfern,17,Scotland,53,69,Hamilton Academical FC,€230K,€500
12251,Vebjørn Hagen,19,Norway,53,68,Viking FK,€210K,€500
12252,Arakawa Soma,17,Japan,52,69,Vegalta Sendai,€200K,€500
12253,Kosuke Saito,16,Japan,52,70,Vegalta Sendai,€200K,€500
12254,Calvin Harris,22,England,54,61,FC Cincinnati,€220K,€1K
12255,Jules-Anthony Vilsaint,18,Canada,57,75,Royal Antwerp FC,€425K,€1K
12256,Ivan Kričak,25,Serbia,61,65,Mjällby AIF,€400K,€650
12257,Ciaran Bramwell,19,Australia,55,66,Perth Glory,€275K,€650
12258,Seiya Inoue,21,Japan,57,66,Avispa Fukuoka,€350K,€550
12259,Makoto Mitsuta,21,Japan,63,73,Sanfrecce Hiroshima,€1.1M,€2K
12260,Taishi Semba,21,Japan,57,66,Sanfrecce Hiroshima,€375K,€1K
12261,Juan Caviglia,24,Argentina,59,66,Club Atlético Sarmiento,€425K,€2K
12262,Joaquín Gho,18,Argentina,60,74,Club Atlético Sarmiento,€575K,€700
12263,Kaiyu Mao,31,China PR,52,52,Changchun Yatai FC,€50K,€2K
12264,Tiago Leonço,28,Brazil,58,58,Guangzhou City,€210K,€3K
12265,Bruno Palazzo,20,Argentina,62,75,Gimnasia y Esgrima La Plata,€900K,€2K
12266,Abel Bustos,23,Argentina,63,71,Club Atlético Central Córdoba,€1.1M,€3K
12267,Mohamed Sherif,24,Egypt,70,75,,€0,€0
12268,Vegard Kongsro,23,Norway,61,68,Hamarkameratene,€625K,€700
12269,Fabrice Ngah,22,Cameroon,69,74,,€0,€0
12270,Haschou Kerrido,26,Cameroon,60,63,,€0,€0
12271,Salomon Bindjeme II,24,Cameroon,63,68,,€0,€0
12272,Martin Assomo,20,Cameroon,66,75,,€0,€0
12273,Man-Ykre Dangmo,22,Cameroon,62,67,,€0,€0
12274,Felippe Cardoso dos Santos,22,Brazil,67,74,Vegalta Sendai,€2.1M,€2K
12275,Franco Catarozzi,21,Uruguay,65,75,Montevideo City Torque,€1.6M,€500
12277,Jamal Baptiste,18,England,57,76,West Ham United,€400K,€2K
12278,Keenan Appiah-Forson,20,England,56,71,West Ham United,€350K,€7K
12279,Laurit Krasniqi,20,Belgium,61,70,Royal Antwerp FC,€675K,€2K
12280,Jack Wills,19,Scotland,55,72,St. Johnstone FC,€300K,€500
12281,Patrick Moser,19,Austria,56,69,SV Ried,€300K,€600
12282,Dragoș Iancu,19,Romania,54,66,AFC Hermannstadt,€250K,€600
12283,Maurice Cova,29,Venezuela,68,68,Deportivo Táchira FC,€1.2M,€550
12284,Vasileios Pavlidis,17,Greece,60,77,FC Schalke 04,€575K,€500
12285,Yohan Cassubie,21,France,64,71,Chamois Niortais Football Club,€1.1M,€1K
12286,Keyennu Lont,20,Netherlands,61,70,Feyenoord,€725K,€2K
12287,Lex-Tyger Lobinger,23,Germany,59,68,1. FC Kaiserslautern,€500K,€2K
12288,Cody Mizell,30,United States,56,56,New York City FC,€100K,€1K
12289,Kerian Atheba,20,Belgium,54,65,Royale Union Saint-Gilloise,€200K,€1K
12290,Mathias Fixelles,25,Belgium,67,72,KVC Westerlo,€1.4M,€4K
12291,Anas Hamzaoui,23,Belgium,63,67,Royale Union Saint-Gilloise,€650K,€3K
12292,Ismaël Kandouss,24,Morocco,70,74,Royale Union Saint-Gilloise,€2.1M,€8K
12293,Callum Warfield,20,Republic of Ireland,50,56,Longford Town,€70K,€500
12294,Matthew O'Brien,18,Republic of Ireland,49,60,Longford Town,€100K,€500
12295,Ben Lynch,19,Republic of Ireland,51,56,Longford Town,€80K,€500
12296,Aaron McCabe,20,Republic of Ireland,50,57,Longford Town,€90K,€500
12297,Jonas Jensen-Abbew,19,Denmark,53,69,FC Nordsjælland,€230K,€900
12298,Nabilai Kibunguchy,24,United States,60,66,Minnesota United FC,€350K,€1K
12299,Justin McMaster,23,United States,57,64,Minnesota United FC,€325K,€1K
12300,Jonathan Duche,29,Argentina,61,61,Aragua Fútbol Club,€325K,€500
12301,Daniel Rivillo,25,Venezuela,66,71,Caracas Fútbol Club,€1.2M,€500
12302,Eduardo Peraza,20,Venezuela,60,69,Aragua Fútbol Club,€550K,€500
12303,José González,18,Venezuela,57,76,AC Mineros de Guayana,€400K,€500
12304,Alfredo Mendoza,18,Venezuela,61,74,AC Mineros de Guayana,€750K,€500
12305,Ángel Lezama,18,Venezuela,58,73,AC Mineros de Guayana,€450K,€500
12306,Brayan Alcócer,17,Venezuela,62,76,AC Mineros de Guayana,€925K,€500
12307,Lewis Mayo,22,Scotland,60,70,Kilmarnock,€525K,€6K
12308,Dapo Mebude,20,Scotland,59,70,KV Oostende,€500K,€2K
12309,Germain Kapela,17,France,56,68,FC Chambly Oise,€300K,€500
12310,Ilya Samoshnikov,23,Russia,70,76,,€0,€0
12311,Kerem Ersunar,17,Turkey,50,71,Galatasaray SK,€130K,€500
12312,Gabriele Rosa,26,Venezuela,55,56,Metropolitanos de Caracas FC,€130K,€500
12313,Tomás Pavone,30,Argentina,55,55,Metropolitanos de Caracas FC,€120K,€2K
12314,Néstor Cova,27,Venezuela,65,66,Metropolitanos de Caracas FC,€750K,€500
12315,Tino Danesi,21,Venezuela,60,69,Metropolitanos de Caracas FC,€550K,€500
12316,Joaquín Suárez,18,Venezuela,56,76,Academia Puerto Cabello,€375K,€500
12317,Santiago Gómez,18,Venezuela,56,76,Academia Puerto Cabello,€375K,€500
12318,Juan Gil,18,Colombia,56,74,Deportivo Pasto,€325K,€500
12319,Marvin Obuz,20,Germany,60,74,Holstein Kiel,€600K,€3K
12320,Daniil Fomin,24,Russia,75,78,,€0,€0
12321,Andrew Teuten,23,Uruguay,69,72,Club Atlético Colón,€1.8M,€5K
12322,Sebastián Guerrero,21,Uruguay,66,76,Platense,€1.9M,€4K
12323,Marcelo Acosta,21,Paraguay,58,68,Guaireña FC,€450K,€500
12324,Leon Chambers-Parillon,19,England,54,64,Oxford United,€230K,€1K
12325,Braian Sánchez,29,Argentina,61,61,Arsenal de Sarandí,€325K,€2K
12326,Emanuel Rosales,22,Argentina,59,67,Atlético Tucumán,€500K,€2K
12327,Mandela Keita,20,Belgium,65,76,Oud-Heverlee Leuven,€1.5M,€3K
12328,Carlos Díaz,21,Venezuela,62,69,Metropolitanos de Caracas FC,€750K,€500
12329,Ouens Molleda,22,Venezuela,60,70,Metropolitanos de Caracas FC,€550K,€500
12330,Dean Byrne,25,Republic of Ireland,57,58,Longford Town,€200K,€550
12331,Jonathan Villafuerte,22,Ecuador,61,68,Club Social y Deportivo Macará,€575K,€500
12332,Brando Villacis,22,Ecuador,61,68,Club Social y Deportivo Macará,€625K,€500
12333,Alan Vento,25,Paraguay,58,62,12 de Octubre FC,€220K,€2K
12334,Revanth By,22,India,47,55,Chennaiyin FC,€90K,€500
12335,Aqib Nawab,19,India,48,58,Chennaiyin FC,€100K,€500
12336,Balaji Ganesan,19,India,48,61,Chennaiyin FC,€110K,€500
12337,Alejandro Cañiza,21,Paraguay,60,67,12 de Octubre FC,€500K,€2K
12338,Alex Carrera,20,Ecuador,62,73,Sociedad Deportiva Aucas,€875K,€500
12339,Ronald Briones,21,Ecuador,60,69,Sociedad Deportiva Aucas,€550K,€500
12340,Hugo Sandoval,21,Paraguay,60,68,Club Nacional,€550K,€500
12341,Deymar Céspedes,19,Bolivia,63,73,Club Atlético Palmaflor,€1M,€500
12342,Víctor Cuellar,20,Bolivia,62,70,Club Atlético Nacional Potosí,€875K,€500
12343,Edenilson Michels,28,Brazil,61,61,Club Atlético Nacional Potosí,€325K,€500
12344,Luis Campos,20,Peru,64,74,Sport Huancayo,€1.2M,€500
12345,Carlos Torres,21,Peru,59,66,Sport Huancayo,€400K,€500
12346,Marco Huamán,18,Peru,63,74,Sport Huancayo,€1M,€500
12347,Maykol Sánchez,20,Chile,58,73,CD Antofagasta,€500K,€1K
12348,Jon Bell,24,United States,63,69,New England Revolution,€700K,€1K
12349,Lucas Maciel Felix,22,Brazil,65,72,New England Revolution,€1.4M,€2K
12350,Piero Cabel,19,Peru,58,67,Carlos A. Mannucci,€450K,€500
12351,José Villalobos,22,Peru,60,67,Universidad Técnica de Cajamarca,€500K,€500
12352,Francisco Valdés,19,Chile,60,74,Club de Deportes Cobresal,€575K,€500
12353,Benjamín Osses,19,Chile,58,69,Club de Deportes Cobresal,€450K,€500
12354,Nicolás Rojas,19,Paraguay,61,71,Club River Plate Asunción,€675K,€500
12355,Reon Yamahara,22,Japan,54,63,Shimizu S-Pulse,€230K,€650
12360,Jonas Michelbrink,21,Germany,59,72,MSV Duisburg,€550K,€1K
12361,Juan González,23,Paraguay,60,68,Club Nacional,€550K,€500
12362,Salvador Rodríguez,19,Mexico,58,70,Mazatlán Futbol Club,€475K,€1K
12363,Adisu Bayew,20,Australia,56,63,Western United FC,€275K,€550
12364,Josh Coburn,19,England,63,78,Bristol Rovers,€1.1M,€4K
12366,Iván Maggi,22,Argentina,63,73,Racing Club,€1.1M,€4K
12367,Mario Šuver,22,Croatia,63,70,Borussia Dortmund II,€900K,€900
12368,Siro Rosane,22,Argentina,66,74,San Lorenzo de Almagro,€1.8M,€3K
12369,Pablo Velasco,24,Bolivia,62,69,Club Atlético Palmaflor,€750K,€500
12370,Manuel Panaro,18,Argentina,59,69,Club Atlético Aldosivi,€475K,€900
12371,Matías Sosa,19,Argentina,62,74,Club Atlético Talleres,€950K,€2K
12372,Rakan Al Harbi,19,Saudi Arabia,49,58,Al Wehda,€90K,€2K
12373,Mikail Maden,18,Norway,59,76,FC Schalke 04,€575K,€1K
12374,Shin-Hyung Lee,20,Germany,54,64,SV Waldhof Mannheim 07,€240K,€600
12375,Marcel Johnen,18,Germany,59,73,1. FC Saarbrücken,€450K,€500
12376,Adama Fofana,20,Côte d'Ivoire,54,62,Vejle Boldklub,€240K,€1K
12377,Sam Fishburn,17,England,55,68,Carlisle United,€300K,€500
12378,Sean Sabetkar,27,Sweden,61,64,Degerfors IF,€375K,€700
12379,Oliver Larraz,20,United States,52,66,Colorado Rapids,€190K,€950
12380,Mai Traore,22,Guinea,60,69,Viking FK,€550K,€850
12381,Darren Yapi,17,United States,49,72,Colorado Rapids,€150K,€500
12382,Sander Erik Kartum,26,Norway,62,63,Kristiansund BK,€475K,€950
12383,Brynjólfur Willumsson,21,Iceland,62,70,Kristiansund BK,€900K,€800
12384,John Peter Sesay,18,Germany,58,72,SV Darmstadt 98,€475K,€850
12385,Kristijan Lovrić,26,Croatia,71,72,Croatia,€0,€0
12386,Juan Rangel,21,Mexico,56,64,Club León,€325K,€3K
12387,Miguel Silva,20,Venezuela,60,70,Academia Puerto Cabello,€475K,€500
12388,Ricardo Márquez,19,Venezuela,55,67,Academia Puerto Cabello,€250K,€500
12389,Enderson Abreu,20,Venezuela,58,67,Academia Puerto Cabello,€450K,€500
12390,Ronaldo Chacón,23,Venezuela,60,69,Academia Puerto Cabello,€550K,€500
12391,Gabriel Reyes,18,Venezuela,56,71,Academia Puerto Cabello,€325K,€500
12392,Gabriel Breeze,18,England,51,65,Carlisle United,€120K,€500
12393,Keenan Patten,20,Wales,55,68,Cardiff City,€300K,€3K
12394,Diego Medina,20,Bolivia,63,72,Club Always Ready,€1M,€500
12395,Johan Micolta,19,Venezuela,58,69,Deportivo La Guaira FC,€400K,€500
12396,Danny Hernández,19,Venezuela,63,76,AC Mineros de Guayana,€1.1M,€500
12397,Jorbert Trillo,19,Venezuela,58,67,AC Mineros de Guayana,€400K,€500
12398,Marcelo Jaramillo,20,Ecuador,60,73,Club Social y Deportivo Macará,€550K,€500
12399,Emerson Ruiz,18,Venezuela,60,73,AC Mineros de Guayana,€525K,€500
12400,Pierangelo Pagnano,19,Venezuela,63,75,AC Mineros de Guayana,€1.1M,€500
12401,Starling Yendis,22,Venezuela,65,70,Hermanos Colmenarez,€1.1M,€500
12402,Gabriel Vargas,20,Venezuela,64,74,AC Mineros de Guayana,€1.3M,€500
12403,Adrien Louveau,22,France,60,72,Racing Club de Lens,€575K,€4K
12404,Anderson Cardozo,26,Venezuela,64,65,AC Mineros de Guayana,€675K,€500
12405,Pedro Zaragoza,18,Venezuela,61,73,AC Mineros de Guayana,€750K,€500
12406,Victor Navas,20,Venezuela,62,71,AC Mineros de Guayana,€875K,€500
12407,Richard Chávez,20,Peru,62,72,Carlos A. Mannucci,€875K,€500
12408,Alfie Williams,17,England,50,63,Stevenage,€110K,€500
12409,Young Joon Lee,19,Korea Republic,56,69,Suwon FC,€350K,€850
12410,Aleksandar Andrejević,29,Serbia,66,67,GwangJu FC,€800K,€2K
12411,Kris Moore,17,England,57,76,Leeds United,€375K,€500
12413,Marko Dijakovic,20,Austria,59,72,SK Rapid Wien,€500K,€3K
12414,Manuel Sulbarán,19,Venezuela,62,70,Caracas Fútbol Club,€850K,€500
12415,Kenan Bajrić,25,Slovenia,64,69,,€0,€0
12416,Franco Nicolás Torres,24,Argentina,59,62,Deportivo Cali,€300K,€500
12420,Maximiliano Luayza,19,Argentina,62,72,Defensa y Justicia,€850K,€2K
12421,Antonio Aranda Subiela,19,Spain,61,75,Granada CF,€775K,€2K
12422,Etienne Eto'o Pineda,18,Cameroon,60,73,Real Oviedo,€575K,€800
12423,Samuel Vázquez Díaz,19,Spain,59,72,Albacete BP,€500K,€700
12424,Víctor Martínez Uruñuela,21,Spain,60,69,UD Logroñés,€525K,€1K
12425,Junior Ayoví,19,Ecuador,60,77,Guayaquil City FC,€600K,€500
12426,Bolívar Pico,20,Ecuador,58,68,Guayaquil City FC,€375K,€500
12427,Jhon Almagro,21,Ecuador,57,68,Guayaquil City FC,€375K,€3K
12428,Luis Carlos Villegas,18,Mexico,54,66,Gallos Blancos de Querétaro,€220K,€500
12429,Jesús Pérez,22,United States,51,57,Dundalk FC,€90K,€600
12430,Gabriel Norambuena,19,Chile,62,74,Unión Española,€950K,€650
12431,Luciano Cingolani,21,Argentina,61,73,Newell's Old Boys,€800K,€2K
12432,Nadir Zeineddin,21,Argentina,64,73,Platense,€1.3M,€3K
12434,Nicolás Laméndola,22,Argentina,61,69,Atlético Tucumán,€725K,€2K
12435,Luca Andronache,18,Romania,59,76,FC Farul Constanța,€575K,€850
12436,Agustín Pastorelli,22,Argentina,60,66,Patronato,€400K,€2K
12437,Cristian Marcial,25,Argentina,62,66,Platense,€525K,€2K
12438,Abdullah Radif,19,Saudi Arabia,55,71,Al Taawoun,€325K,€3K
12439,Žan Kolmanič,22,Slovenia,63,70,Austin FC,€925K,€1K
12440,Edward Kizza,23,Uganda,59,66,New England Revolution,€450K,€1K
12441,Diago Giménez,24,Argentina,65,69,Independiente Petrolero,€925K,€500
12442,Clemilson Da Silva,17,Bolivia,56,76,Club Bolívar,€375K,€500
12443,Sergio Barboza,21,Peru,61,69,Ayacucho,€725K,€500
12444,Gustavo Elvis Loayza,20,Peru,59,67,Ayacucho,€500K,€500
12445,Pablo Minissale,21,Argentina,63,71,Argentinos Juniors,€1M,€2K
12446,Jeremy van Mullem,23,Netherlands,62,70,Sparta Rotterdam,€825K,€2K
12447,Jed Ward,19,England,57,71,Bristol Rovers,€350K,€550
12448,Lucas Bergström,19,Finland,59,73,Peterborough United,€475K,€700
12449,José Roberto Peña,22,Peru,60,67,Carlos A. Mannucci,€425K,€500
12450,Axel Chávez,24,Peru,63,68,Cienciano,€675K,€500
12451,Janpierr Cano,20,Peru,61,69,Carlos A. Mannucci,€725K,€500
12452,Luis Gabriel García,33,Peru,66,66,Carlos A. Mannucci,€525K,€500
12453,Tobias Castellano,21,Paraguay,58,68,Club Olimpia,€425K,€500
12454,Aldo David Zárate,18,Paraguay,57,72,Club River Plate Asunción,€350K,€500
12455,Max Balard,21,Australia,57,66,Central Coast Mariners,€375K,€500
12456,Damian Tsekenis,20,Australia,52,64,Central Coast Mariners,€190K,€500
12457,Espen Bjørnsen Garnås,27,Norway,66,68,Lillestrøm SK,€900K,€2K
12458,Ulrik Mathisen,22,Norway,59,66,Lillestrøm SK,€450K,€850
12459,Tobias Hafstad,20,Norway,55,69,Tromsø IL,€300K,€600
12460,Nahuel Iribarren,33,Argentina,64,64,Platense,€275K,€3K
12461,Rodrigo Morales,27,Argentina,63,63,Club Deportivo Jorge Wilstermann,€450K,€500
12462,Kleber Pinargote,19,Ecuador,61,79,Independiente del Valle,€750K,€500
12463,Luke Hallett,17,England,52,62,Forest Green Rovers,€170K,€650
12464,Sebastián Araujo,25,Colombia,60,66,Junior FC,€300K,€500
12465,Leider Berdugo,19,Colombia,58,75,Junior FC,€525K,€500
12466,Neider Sanjuan,21,Colombia,59,69,Junior FC,€500K,€500
12467,Ryan Wood,20,Australia,49,60,Macarthur FC,€90K,€500
12468,Harry Parsons,19,England,56,66,Swindon Town,€300K,€2K
12469,Louis Lloyd,16,Wales,50,68,Shrewsbury Town,€120K,€500
12470,Dantouma Toure,18,United States,59,76,Colorado Rapids,€575K,€500
12471,Michael Edwards,21,United States,52,62,Colorado Rapids,€170K,€850
12472,Harry Vaughan,17,Republic of Ireland,57,71,Oldham Athletic,€375K,€500
12473,Davide Ghislandi,19,Italy,61,71,Atalanta,€700K,€4K
12474,Adamo Nagalo,19,Burkina Faso,65,77,FC Nordsjælland,€1.6M,€2K
12475,Nikhil Deka,19,India,48,61,NorthEast United FC,€100K,€500
12476,Nabin Rabha,25,India,47,50,NorthEast United FC,€60K,€500
12477,Imran Khan,27,India,55,55,NorthEast United FC,€130K,€500
12478,Pragyan Gogoi,23,India,53,62,NorthEast United FC,€200K,€500
12479,Joaquín Lencinas,33,Argentina,65,65,Club Atlético Palmaflor,€350K,€500
12480,Milton Bolaños,29,Ecuador,61,61,Guayaquil City FC,€300K,€500
12481,Cain Seedorf,20,Netherlands,57,67,ADO Den Haag,€350K,€1K
12482,David Santisteban García,21,Spain,61,73,Sevilla FC,€800K,€4K
12483,Germán Araúz,26,Bolivia,62,64,Royal Pari,€375K,€500
12484,Regő Szánthó,20,Hungary,64,78,Ferencvárosi TC,€1.4M,€500
12485,Gergő Szécsi,33,Hungary,62,62,Ferencvárosi TC,€130K,€500
12486,Justo Giani,23,Argentina,62,70,Patronato,€875K,€3K
12487,Marco Túlio de Paula Medeiros,22,Brazil,58,67,Podbeskidzie Bielsko-Biała,€425K,€750
12488,Luis Giménez,21,Paraguay,61,68,Club River Plate Asunción,€625K,€500
12489,Daniel Eduardo Juárez,20,Argentina,67,76,Unión de Santa Fe,€2.2M,€4K
12490,Fynn Seidel,16,Germany,50,65,SpVgg Unterhaching,€110K,€500
12491,Matías Ramírez,23,Argentina,68,74,Godoy Cruz,€1.9M,€4K
12492,James Clarke,21,Republic of Ireland,56,61,Bohemian FC,€200K,€500
12493,James Brown,24,Republic of Ireland,62,67,Stockport County,€550K,€6K
12494,Luis Sprekelmeyer,19,Germany,58,70,VfL Osnabrück,€450K,€500
12495,Sam Pearson,19,Wales,58,73,Bristol City,€475K,€3K
12496,Mick McDonnell,29,Republic of Ireland,54,54,Longford Town,€90K,€500
12497,Dylan Grimes,24,Republic of Ireland,56,58,Drogheda United,€190K,€500
12498,Aaron McNally,20,Republic of Ireland,52,55,Longford Town,€110K,€500
12499,Aodh Dervin,22,Republic of Ireland,57,62,Shelbourne FC,€250K,€500
12500,Kevin Iodice,19,Switzerland,55,68,FC Vaduz,€275K,€650
12501,Jonathan Bustos,26,Argentina,66,68,FBC Melgar,€1.1M,€500
12502,Mats Trige,18,Norway,53,66,Tromsø IL,€190K,€500
12504,Calvin Raatsie,20,Netherlands,59,71,FC Utrecht,€475K,€1K
12505,Magnus Riisnæs,17,Norway,55,77,Vålerenga Fotball,€400K,€500
12506,Mathias Emilsen,19,Norway,55,74,Vålerenga Fotball,€300K,€500
12507,Peter McGregor,19,Jamaica,52,60,Djurgårdens IF,€170K,€850
12508,Amir Al-Ammari,24,Iraq,63,67,Mjällby AIF,€675K,€1K
12509,Killian Phillips,20,Republic of Ireland,58,72,Crystal Palace,€500K,€6K
12510,Mohammed Boudiaf,20,Republic of Ireland,50,55,Drogheda United,€60K,€500
12511,Sam O'Brien,20,Republic of Ireland,49,54,Drogheda United,€60K,€500
12512,Adam Montgomery,19,Scotland,63,73,St. Johnstone FC,€1M,€5K
12513,Veljko Birmančević,24,Serbia,70,76,Toulouse Football Club,€2.5M,€10K
12514,Alexis Sleiter Rojas,25,Peru,63,66,Sport Huancayo,€625K,€500
12515,Néstor Esteche,20,Paraguay,59,65,Club Guaraní,€350K,€500
12516,Veli Mothwa,29,South Africa,63,63,,€0,€0
12517,Louis Patris,21,Belgium,65,74,Oud-Heverlee Leuven,€1.5M,€3K
12518,Kristoffer Lund Hansen,20,Denmark,66,76,BK Häcken,€1.8M,€2K
12519,Bagner Ruiz,19,Ecuador,60,69,Guayaquil City FC,€525K,€500
12520,Ronald Corozo,21,Ecuador,60,68,Guayaquil City FC,€550K,€500
12521,Kodai Minoda,21,Japan,56,65,Shonan Bellmare,€300K,€550
12523,Luis Melquiades García,21,Peru,60,71,Universidad Técnica de Cajamarca,€475K,€500
12524,Andy Huamán,19,Peru,59,70,Universidad Técnica de Cajamarca,€475K,€500
